StnCode,Lat,Long,Elev,StnName
P308,37.90114,-119.84019,1502.0,Hetch_Hetchy_Yosemite_NTL_Park_CA_2008_CGPS
P376,44.94120281,-123.102266,180.8644,Eola_Reservoir_Salem_OR_2004_CGPS
KIOS,12.494338,-86.701715,494.141,kioskoCN_NIC2016
P411,45.537993,-123.157417,83.3982,Forest_Grove_Airstrip_Forest_Grove_OR_2006_CGPS
P356,43.816631,-110.489097,2228.406,Uhl_Hill_Grand_Teton_NP_WY_2007
P681,44.399776,-112.636473,1976.0646,Medicine_Lodge_Ranch_ID_2006_CGPS
P427,45.430179,-122.340631,149.2114,US26_&_OR212_Boring_OR_2006_CGPS
C002,40.7265,-123.9749,810.0,Kneeland_VSAT
P056,36.027437,-119.062869,101.9164,Potterville_Airport_Potterville_CA_2005_CGPS
P206,38.777817,-122.575793,283.6178,Crazy_Creek_Middletown_CA_2006_CGPS
P025,48.731009,-116.287495,695.894,Boundary_Co_Airport_ID_2007_CGPS
C008,39.68657,-123.57949,1284.0,C008_Cahto_Pk_Laytonville_CA
C016,40.631433,-115.265644,1849.5,Ruby_Relay_NV_1996_COMM
P390,43.034,-118.92847,1555.358,Jackass_Butte_Burns_OR_2007_CGPS
P343,40.887124,-123.334195,1617.914,China_Peak_STNF_Del_Loma_CA_2007_CGPS
P554,34.792292,-118.848013,1170.844,Gorman_Creek_CA_2006_CGPS
AC63,63.502427,-145.847245,815.026,ATTPS_____AK2004
P091,36.61432,-117.531527,1967.517,Hunter_Mountain_CA_2007_CGPS
P444,48.730219,-121.067547,493.868,Ross_Lake_Dam_Diablo_WA_2006_CGPS
P043,43.881146,-104.185702,1490.9329,Newcastle_WY_2006_CGPS
P312,39.529178,-123.698374,254.9418,Smith_Ridge_Fort_Bragg_CA2006_CGPS
P657,41.381235,-122.293833,1684.897,Shasta_West_Side_Mount_Shasta_CA_2007_CGPS
P094,37.200832,-117.70418,1729.866,Last_Chance_Range_CA_2006_CGPS
AC09,59.868477,-144.523822,368.562,Kayak_Island_Cordova_AK_2007_CGPS
P368,42.503525,-123.38342,319.4387,Grants_Pass_Airport_BSM_B035_OR_2006_CGPS
P385,44.434844,-121.945818,1121.224,Santiam_Junction_State_Airport_OR_2007_CGPS
P358,44.401892,-113.24065,2419.993,Lemhi_Union_Gulch_ID_2007_CGPS
P429,45.676128,-121.87736,25.5712,Cascade_Locks_State_Airport_OR_2006_CGPS
P313,39.554288,-123.564544,651.7756,Bucha_Ridge_Fort_Bragg_CA2006_CGPS
P233,36.800421,-121.420268,197.398,Hollister_Hills_OHV_Hollister_CA_2006_CGPS
P239,36.96246,-121.54777,19.059,Uvas_Creek_Gilroy_CA_2008_CGPS
C021,39.007525,-114.217292,0.0,GreatBasinNP_Rptr_NV1996
P161,40.637363,-124.213085,32.4526,Oswald_Property_CA
AC76,63.0399983,-143.258816,1585.2461,Log_Cabin_Creek_AK2008_CGPS
P633,37.91345998,-119.032987,2293.0197,Mono_Domes_North_CA_2008_CGPS
P147,39.937382,-120.284398,2489.437,Dixie_Mountain_Plumas_NF_Portola_CA_2007_CGPS
AC47,60.081452,-152.62392,921.762,Slope_Mountain_Drift_River_AK_2007_CGPS
AC37,60.439689,-153.865359,1626.065,Lake_Clark_NP_Radio_Facility_AK_2007_CGPS
P668,40.50899,-121.463061,1982.996,Lassen_NP_Hat_Lake_Mineral_CA_2007_CGPS
P263,38.5777,-122.42917,555.0,Angwin_Observatory_Angwin_CA_2008_CGPS
P629,37.3758664,-119.179372,2725.6721,Mt_Tom_Lookout_CA_2008_CGPS
RDBA,18.27692,-70.328357,30.2,Bani_Per_DOM2017
P374,44.381926,-123.59064,73.2233,Alsea_OR_2006_CGPS
ELMA,12.465846,-86.674751,449.468,ElMadronoNIC2016
CGUI,12.9763,-87.5587,750.0,CGUI_TEL_NIC2013
P712,44.95747,-111.07238,2161.4916,Bacon_Rind_Creek_MT_2008
P378,44.534978,-122.930866,83.51,Lebanon_State_Airport_OR_2007_CGPS
P714,44.89584921,-110.744422,2250.178,Panther_Creek_WY_2008_CGPS
P456,44.86349,-111.22511,2956.2914,Kirkwood_Ridge_MT_2008_CGPS
P679,44.0398221,-113.306481,1936.2,Little_Lost_River_ID_2008_CGPS
P350,43.5327575,-114.862838,2388.3,Smoky_Dome_ID_2008_CGPS
P492,32.887043,-115.969435,69.612,Carizo_Badlands_CA_2007_CGPS
P664,40.47319,-121.49589,2569.63,Lassen_NP_Mt_Helen_Mineral_CA_2007_CGPS
P666,40.465341,-121.514494,2472.051,Lassen_NP_Bumpass_Hell_Mineral_CA_2007_CGPS
P270,39.24377,-122.055212,-12.3082,Hopkins_Slough_Colusa_CA_2005_CGPS
P605,34.341,-117.93663,2419.7083,Mt_Waterman_CA_2008_CGPS
P518,35.02003,-120.07529,1102.432,Treplet_Mtn_CA_2008_CGPS
P071,39.346548,-117.40118,2085.3524,Railroad_Pass_Austin_NV_2006_CGPS
P002,39.521139,-117.186531,1741.6978,Vigus_Butte_Austin_NV_2006_CGPS
P069,39.287941,-117.604895,1886.3892,Indian_Peak_Austin_NV_2006_CGPS
P548,34.46697,-119.50386,1200.0,Noon_Peak_CA_2008_CGPS
P285,36.417179,-120.981481,805.7353,Buck_Ridge_San_Benito_CA_2006_CGPS
P359,43.48249,-111.52949,2117.12,Swan_Valley_ID_2007_CGPS
P381,43.001772,-119.951788,1567.949,Alkali_Lake_Big_Juniper_Rd_OR_2007_CGPS
AC18,58.92595843,-152.249531,214.6864,Ushagat Island_Barren Islands_AK2008_CGPS
P269,38.99945,-122.35439,325.0,Cowboy_Camp_Wilbur_Springs_CA_2008_CGPS
P176,37.47177,-122.35712,434.35,Mills_Creek_MROSD_Redwood_City_CA_2007_CGPS
P443,48.50964768,-121.28556,1062.1105,La_Rush_Lake_Marblemount_WA_2008_CGPS
P659,41.453729,-122.092648,1791.539,Shasta_Forest_Gravel_Creek_McCloud_CA_2007_CGPS
P364,43.090323,-124.409274,6.803,Bandon_Airport_OR_2007_CGPS
C045,41.53002,-120.17958,1427.0,BLM_Surprise_Field_Station_Cedarville_CA_2008
P725,37.088891,-119.745591,331.55,San_Joaquin_Experimental_Range_CA_2006_CGPS
P292,36.00746,-120.47527,1016.0,Lower_Gastro_Peak_Coalinga_CA_2008_CGPS
P783,40.80757,-111.41471,1820.504,Wanship2__UT2008
P402,47.766217,-124.305881,23.992,Hoh_Humm_Ranch_WA_2007_CGPS
P393,43.234491,-117.892023,1238.852,Barren_Valley_Crowley_OR_2007_CGPS
AC75,62.999305506,-149.608819294,608.6846,Hurricane_Cantwell_AK_2002_CGPS
P329,40.08221,-123.45203,1035.063,Stewart_Ranch_Kettenpom_CA_2007_CGPS
P617,35.320643,-116.571644,887.6913,Tiefort_Mountains_CA_2006_CGPS
AC61,64.029259,-142.075819,745.116,Chicken_M61_AK_CGPS_2006
P389,43.811988,-120.603345,1397.891,Brothers_ODOT_Maintenance_Yard_OR_2007
P062,43.112383,-121.090698,1350.724,Silver_Lake_Airstrip_OR_2007_CGPS
P185,39.261298,-123.749319,146.823,Little_River_Airport_Little_River_CA_2006_CGPS
P096,39.795561,-119.305627,1243.868,Little_Valley_NV_2007_CGPS
P079,39.255205,-114.691643,2747.043,Success_Summit_NV_2007_CGPS
AV35,54.84669525,-164.386916,646.9972,AV35_Unimak_Island_Tugamak_Range_Alaska
C096,44.656715,-110.879807,2570.0,Purple_Mt_Repeater
P487,33.213526,-116.183057,90.988,Cut_Across_Rd_CA_2007_CGPS
AV25,54.53000312,-164.779498,651.9893,AV25_Westdahl_West_Unimak_Isld_AK2008_CGPS
AB22,59.899322,-154.698235,199.303,Illiamna_Nondalton_Hydro_Plant_AK_2006_CGPS
P137,40.77979,-119.47675,1332.316,Granite_Peak_NV_2007
P391,42.25462924,-118.412473,1834.2305,Buckskin_Mountain_OR_2008_CGPS
C048,39.11501,-123.66825,508.0,Cliff_Ridge_Elk_CA_2007
AV29,54.47235357,-164.58615,971.862,AV29_Unimak_Island_Westdahl_Southeast_Alaska
P447,45.452816,-119.690108,471.654,Morrow_County_Airport_OR_2007_CGPS
P184,39.117159,-123.70892,109.425,Greenwood_Ridge_Fire_Dept_Elk_CA_2007_CGPS
AC67,57.79072,-152.42543,348.591,Pillar_Mountain_City_of_Kodiak_AK_2006_CGPS
AB41,64.777325,-141.158038,285.678,Eagle_Airport_Eagle_AK_2006_CGPS
AV24,54.58998439,-164.754803,481.7496,AV24_Westdahl_Northwest_Unimak_Island_Alaska
P582,34.63424,-117.54881,0.0,ElMirage_cs2008
AV34,54.72490945,-163.712919,636.3963,AV34_Unimak_Island_Isanotski_AK2008_CGPS
P119,40.731786,-111.257731,2045.3999,Mahogany_Hills_Ranch_UT_2005_CGPS
B014,47.5133,-123.8125,64.7,Lake Quinault BSM
AV40,54.64455,-163.74297,345.0,AV40_Unimak_Island_Brown_Peak_AK2008_CGPS
P122,41.635364,-112.331916,1293.1916,Connor_Springs_Utah_2004_CGPS
P254,37.489628,-121.469181,1076.734,Mount_Boardman_Livermore_CA_2007_CGPS
P121,41.803388,-112.69829,1452.4432,Hansel_Valley_Utah_2004_CGPS
AC74,63.464357446,-148.807257589,668.6698,Cantwell_AK_2002_CGPS
NAIU,41.01567251,-112.22962605,1455.7843,North Antelope Island Permanent Station
CHL1,35.691867,-120.216162,568.7,CholameHl1CN2008
P030,41.749815,-110.51281,2149.7828,Kemmerer_Landfill_WY_2005_CGPS
P173,35.94571615,-121.290334,339.2363,Fort_Hunter_Liggett_Lockwood_CA_2008_CGPS
P116,40.43402,-112.014215,2035.461,Latimer_Point_Riverton_UT_2007_CGPS
P151,40.28890152,-120.077264,1313.0511,Sierra_Army_Depot_Herlong_CA_2008_CGPS
P442,48.26048,-121.615549,146.8887,Darrington_Airport_Darrington_WA_2006_CGPS
P642,37.591363,-118.816655,2667.985,McGee_Mountain_Mammoth_Lakes_CA_2006_CGPS
LTUT,41.592099,-112.246838,1564.946,LTUT_EBRY_UT2002
P632,37.78565,-119.08606,2412.0,June_Lake_CS_2006_CGPS
P120,35.007451,-105.626065,2090.661,clines_corners_nm_2007
P640,37.891734,-118.960392,2201.514,Mono_Mills_Lee_Vining_CA_2006_CGPS
P637,37.91410551,-119.083698,2031.6741,Pumice_Valley_CA_2008_CGPS
P654,38.05793,-119.150174,2054.062,Conway_Road_CA_2008_CGPS
P310,38.7356,-120.33432,1791.893,Alder_Ridge_Camino_CA_2006_CGPS
P648,37.800011,-119.019197,2572.982,Crater_Benchmark_Mammoth_Lakes_CA_2006_CGPS
MOMI,12.550741,-86.490007,78.64,Mili_BaseNIC2016
P035,34.601393,-105.183602,1780.3703,Vaughn_Patrol_NMDOT_Vaughn_NM_2005_CGPS
P125,41.589022,-111.898912,1522.112,Bankhead_Well_Hyrum_UT_2007_CGPS
P641,37.87819151,-118.851918,2527.0,Sagehen_Meadow_CS_2008_CGPS
P631,37.605321,-118.915924,2660.397,Laurel_Creek_Canyon_Mammoth_Lakes_CA_2006_CGPS
P572,36.585511,-118.954581,1167.945,Shadequarter_Road_Badger_CA_2006_CGPS
WIKR,63.55272812,-150.922212,1188.7396,Wickersham_Dome_Kantishna_AK_2008_CGPS
JNPR,37.771744,-119.084736,2308.8363,Juniper_Gull_Lake_CA_1997_CGPS
B059,36.79058,-121.4807,0.0,
B004,48.20193,-124.42701,30.0,hokofalls_makah_fishhatchery_sekiu_washington
B024,45.6378,-123.8558,37.7,kuntza024bor2006
NEWP,44.585025,-124.061887,20.424,NEWP_PANGA______
B049,40.2375,-123.8197,117.0,mirand049scn2008
LASC,33.927942,-118.306505,24.654,Los_Angeles_Southwest_College_CA_1998_CGPS
P123,36.635172,-105.910846,2411.1988,Tres_Piedras_NM_2006_CGPS
P787,36.79947537,-121.580831,113.6427,San_Juan_Grade_Road_Salinas_CA_2008_CGPS
FGST,34.733009,-120.00938,904.0864,Figueroa_Station_Los_Olivos_CA_2000_CGPS
KALW,23.197,94.304,64.488,kalw_myanmar2018
B001,48.04307,-123.13141,237.0,golbeck1_b001_sequim_washington_2005_bsms
P138,40.24217836,-119.01016464,1243.7123,Bluewing_Flat_NV_2007_CGPS
B944,44.3897,-110.5438,2364.6,grant_2_Incinerator_Yellowstone_NP
P078,40.433335,-117.879778,1462.0,Lone_Pine_Canyon_NV_2007_CGPS
P143,38.760162,-119.764821,1734.138,Indian_Creek_Markleeville_CA_2007_CGPS
P150,39.29238024,-120.033854,2619.0912,Martis_Peak_Lookout_Kings_Beach_CA_2008_CGPS
B022,45.95461,-123.93105,10.0,B022_Seaside_OR_North_Coast_Land_Consevancy_2006
SLAC,37.416517,-122.204262,63.6962,Stanford_Linear_Accelerator_Center_CN_2002_CGPS
P347,41.18334,-120.94845,1269.3,Caltrans_Maintenance_Yard_Adin_CA_2007_CGPS
P396,45.309351,-123.823049,232.0,Roos_BC026_GPS_Beaver_OR_2007_CGPS
AC35,59.375811,-150.793245,408.4149,Petrof_Lake_Homer_AK_2006_CGPS
CPBN,35.071734,-117.573023,835.8403,Camp_Boron_CA_2000_CGPS
B017,46.996,-123.5575,33.9,flinkm017_b017_Montesano_WA_2007
P050,48.809477,-111.248431,1266.8876,Wickum_Ranch_Chester_MT_2006_CGPS
P366,43.61431064,-123.979594,529.0887,Dean_Mountatin_Florence_OR_2008_CGPS
SCIA,34.607446,-117.3883,831.4513,Southern_California_Airport_CA_1999_CGPS
PPBF,33.835726,-117.182088,428.1082,Perris_Pump_Back_Facility_CA_1998_CGPS
P669,40.49212456,-121.603786,1842.9326,Blue_Lake_Canyon_Mineral_CA_2008_CGPS
P101,41.692274,-111.236016,2016.1229,Randolph_Land_Livestock_UT_2005_CGPS
P360,44.317852,-111.450677,1857.861,Hebgen_Lake_Fault_Island_Park_ID_CGPS_2005
P621,35.472761,-115.54395,1420.5134,Mountain_Pass_CA_2005_CGPS
OAES,34.141005,-116.067736,604.7918,Oasis_Elementary_School_CA_1999_CGPS
P721,45.002876,-110.002049,2236.3051,YNP_NEEnt_MT2005
P512,37.562635,-119.694447,1344.7265,Wawona_Yosemite_NTL_Park_CA_2008_CGPS
P517,34.37636542,-118.177572,1959.1613,Mt._Gleason_CS2008
BVPP,35.157276,-119.347506,123.0578,Buena_Vista_Pumping_Plant_Taft_CA_1999_CGPS
MOM0,12.406096,-86.540878,395.665,MomGPlantNIC2016
P419,47.40929859,-123.366526,935.9887,Rock_Peak_Shelton_WA2008_CGPS
PVRS,33.773862,-118.320587,59.8434,Palos_Verdes_Reservoir_CS_1998_CGPS
GOUT,39.9133,-111.8954,1514.0,Goshen_Canyon_UT2007_CGPS
P698,46.17346567,-122.160612,1479.3712,MSH_Southeast_Slope_EDM_WA_2004_CGPS
P295,35.697076,-120.842381,583.4905,ChimneyRR_CS2004
P197,38.42856,-122.767385,0.0232,Santa_Rosa_CA_2005_CGPS
ECFS,33.647683,-117.411693,801.4202,El_Cariso_Fire_Station_CA_2001_CGPS
P691,46.231479,-122.226948,1183.257,Mt_St_Helens_Studebaker_WA_2006_CGPS
GRNX,63.8355,-148.978192,594.4125,Garner_AK_2004_CGPS
P422,46.797861,-116.979668,844.205,Moscow_ID_2007_CGPS
LEWI,40.403513,-116.861873,2916.6946,Mount_Lewis_NV_1997_CGPS
B081,33.711167,-116.714167,1467.0,keenwi081bcs2006
P740,33.598194,-116.595974,1372.0745,PathFi082gCS2006
P024,47.56220217,-115.842434,1907.6294,Goose_Peak_Wallace_ID2008_CGPS
REDM,44.259767,-121.147881,919.8533,Redmond_Airport_OR_1998_CGPS
LIEC,0.7946,-78.36,1227.9,LIEC_LitaECU2016
B087,33.4955,-116.6026667,1139.0,B087_Ford_Ranch_CA_2006
P675,42.212222,-112.718821,1559.1158,Holbrook_ID_2006_CGPS
P453,47.759133,-118.745456,644.231,Wilbur_WA_2005_CGPS
P690,46.179989,-122.189869,2078.9049,MSH_South_Ridge_WA_2005_CGPS
PTAX,32.37793,-115.45659,1066.0,Puerta_Peak_MX_BC_2011_CGPS
VFDG,70.2999,-29.8176,1293.3,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
B088,33.37495,-116.62052,1403.87,SkyOks088BCS2007
P454,47.953816,-118.992578,478.952,Overlooking_Grand_Coulee_Dam_WA_2005_CGPS
B086,33.5575,-116.531,1392.0,B086_Santa_rosa_indian_reservation_CA_2006
P162,40.691094,-124.237037,-6.4479,redwoodscccn2004
WTHG,73.9552,-24.3089,1111.2,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
P249,36.611645,-121.064411,1155.724,Call_Mountain_Paicines_CA_2005_CGPS
C044,39.5159,-123.09609,1876.0,Sanhedrin_Repeater_MNF_CA_2009
YMER,77.4329,-24.3263,1070.7,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
C057,32.31326,-116.66406,1236.0,Cerro_Bola_Repeater_MX_BC_2011
C055,31.04567,-115.46617,2731.0,Sierra_San_Pedro_Martir_Relay_MX_BC_2010
P484,33.375592,-116.620836,1382.4815,Sky_Oaks_Biological_Field_Station_CA_2005_CGPS
P533,35.747929,-120.370952,603.1936,Spring_Ranch_Shandon_CA_2006_CGPS
PTEX,32.28845186,-116.521235,340.5966,El_Testerazo_MX_BC_2011_CGPS
RCA2,34.49998,-119.719995,1179.2162,West_La_Cumbre_Peak_CA_2000_CGPS
QCY2,36.161065,-121.137346,101.417,San_Benito_Winery_2_CN_2006_CGPS
P198,38.259874,-122.607449,-4.6018,Petaluma-Airport-CA-2004-CGPS
FRKI,-76.1644,168.3828,0.0,Polenet-OSU/NSF/UNAVCO
P214,37.00101,-121.79655,73.833,Los_Corralitos_Corralitos_CA_2007_CGPS
LTHW,-76.4583,-107.782,1013.0,N/A
P590,35.11677695,-117.36475,678.5257,McDonald_Well_cs2008
P708,43.78639,-110.933579,2999.256,Grand_Targhee_WY_2007_CGPS
P047,48.42133,-113.21973,1476.082,East_Glacier_Park_Village_MT_2007_CGPS
P346,39.7947,-120.86745,2039.37,Buzzards_Roost_Plumas_NF_Laporte_CA_2007_CGPS
C169,43.78639,-110.933579,2999.256,YNP_Grand_Targee_Relay_WY2011
WLWY,44.639518,-110.286654,2643.0017,White_Lake_WY_1999_CGPS
B207,44.619,-110.8485,2182.0,madisn207bwy2007
CCRI,39.22617494,16.77561869,708.88,Antenna is on a brass and stainless steel mount 
KROT,39.08003333,17.12511667,24.0,Antenna is on a brass and stainless steel mount 
STSV,39.147975,16.91515278,348.0,Antenna is on a brass and stainless steel mount 
TVRN,39.4314,16.22635,197.0,Antenna is on a brass and stainless steel mount 
P112,39.816906,-111.449996,1930.3728,Indianola_Sanpete_Co_UT_2005_CGPS
CAST,39.191022,-110.677313,2245.0406,Castle_Dale_Cedar_Mountain_UT_1997_CGPS
GOBS,45.838819,-120.814676,621.4879,Goldendale_Observatory_WA_1997_CGPS
RSVY,34.541476,-119.184433,987.4107,Rose_Valley_CS_2000_CGPS
CRHS,33.823503,-118.272765,-23.5225,Carson_High_School_CS_1999_CGPS
P715,43.500769,-109.689852,2988.2088,Windy_Mountain_WY_2006_CGPS
P334,39.493588,-122.735856,1936.726,Sheetiron_MNF_Elk_Creek_CA_2007_CGPS
P658,41.479173,-122.190896,1915.633,Shasta_North_Gate_Weed_CA_2007_CGPS
P660,41.409587,-122.06766,1587.657,Shasta_Forest_Ash_Creek_McCloud_CA_2007_CGPS
P687,46.109572,-122.354639,391.0932,MSH_Tube1_WA2004
P592,35.23844,-117.30366,1048.0,Grass_Valley_CA_2007_CGPS
P320,39.49282677,-123.186785,392.4294,Emandal_Farm_Hearst_CA_2008_CGPS
BACK,-74.430448,-102.478214,37.7,N/A
UTHW,-77.58211,-109.0439,1303.49,POLENET-NSF/OSU/UNAVCO
MIN0,-78.6503,167.1637,677.9,UNAVCO/TAMDEF/NSF
P723,37.380422,-118.724761,3198.424,Pine_Creek_Mine_CA_2007_CGPS
P353,44.0545385,-113.978801,2041.0086,Swensen_Butte_ID_2008_CGPS
HUGO,-64.96258,-65.66756,20.0,LARISSA-POLENET: Hamilton College-UNAVCO-NSF
P354,44.108511,-113.97894,2000.2929,Sage_Creek_ID_2006
MAUA,-19.90219,23.52832,942.0,N/A
TANZ,-6.765585995,39.207924697,70.5958,TANZ
EMIG,44.07439,-112.9274,1945.0,EMIG
GRS2,34.358,-106.6794,1576.0,N/A
AC44,61.242173,-149.567125,832.1322,Arctic Valley_AK_2008_CGPS
P798,43.796029,-110.960577,2456.0,ynpgrandtgwy2010_CGPS
COON,40.652591,-112.121011,1609.9923,Coon_Canyon_UT_1997_CGPS
BURI,-79.14744459,155.89416908,2007.0,POLENET-NSF/LINZ/OSU/UNAVCO
LOWS,35.828709,-120.594283,428.6658,Lowes_Parkfield_CN_2001_CGPS
MUSB,37.16994092,-119.309351,2042.5353,Musick_Mountain_CN_1997_CGPS
CHZZ,45.486515,-123.978123,50.7526,Cape_Mears_OR_1999_CGPS
LDSW,34.699427,-116.209142,640.944,Ludlow_Southwest_Ludlow_CA_1999_CGPS
P321,39.89722003,-123.394947,1133.6842,Updegraph_Ridge_Covelo_CA_2008_CGPS
P340,39.40933,-123.04981,865.232,Dashiell_Creek_Potter_Valley_CA_2008_CGPS
P355,44.2179226,-113.722086,2329.2,Borah_Peak_ID_2008_CGPS
P433,44.5328,-119.8716,1185.0,Table_Mountain_Cattle_Ranch_Mitchell_OR2008_CGPS
P671,40.40914099,-121.428208,1958.8122,Sifford_Mountain_Mineral_CA_2008_CGPS
P619,35.52594815,-116.121803,388.9497,Silurian_Hills_CA_2008_CGPS
GMRC,34.783998,-115.660229,1298.2136,Granite_Mountains_Research_Center_CA_1999_CGPS
C056,44.92614,-122.99194,61.0,ODOT_Geometronics_OR2009
C112,60.197152,-154.324054,21.0,Lake_Clark_Comms_Port_Alsworth
FLSK,-65.7523,-62.8973,582.6,LARISSA-POLENET: Hamilton College-UNAVCO-NSF
P574,34.28676918,-117.633885,2873.7676,Mount_Harwood_CA_2008_CGPS
P790,35.92914769,-120.515375,553.6001,Flengt_Ranch_Parkfield_CA_2008_CGPS
HOYN,12.59873191,-86.82810575,764.9489,HOYN
P335,39.7261900821,-122.8736366522,2229.49791,Black_Butte_Mendocino_NF_CA_2008_CGPS
P425,46.45269385,-122.845399,64.2789,Toledo_High_Schl_Toledo_WA2008_CGPS
P018,42.98168,-117.06452,1434.0,Pharmacy_Hill_Jordan_Valley_OR_2008_CGPS
P738,42.54669,-119.65839,1724.0,HartMtnNWROR2008
AB46,68.120672,-145.567869,647.576,Arctic_Village_Permafrost_AK_2007_CGPS
AB43,58.19884205,-136.64080781,26.9246,Cape_Spencer_CG_Station_AK_2007_CGPS
P540,35.801279,-120.130635,393.6623,Avenal_Ridge_Avenal_CA_2006_CGPS
B054,37.8602,-122.1995,405.6,sibley054bcn2008
P013,41.428737,-117.329979,1433.989,Spring_Creek_NV_2007_CGPS
C119,63.69286,-170.48424,10.0,Savoonga_Communications
P235,36.814266,-121.541524,362.255,SJ_Bautista_San_Juan_Bautista_CA_2007_CGPS
P800,34.02168943,-118.349068,-2.2975,Dorsey_Miller_High_Los_Angeles_CA_2011_CGPS
LCEC,0.0173,-79.3692,238.0,LCEC_Santo Domingo de los Tsáchilas_ECU2016
SDEC,-0.2217,-79.2628,429.0,SDEC_Santo Domingo de los Tsáchilas_ECU2016
PALK,7.27275419,80.70262322,380.6799,PALK
CAYU,42.9435472,-76.54035805,206.0,Cayuga_IAGT2_NY2005_CGPS
DCUT,40.412765,-111.527566,1796.4,"Deer Creek, Utah"
P102,39.924917,-115.555993,2718.732,Little_Bald_Mountain_Ely_NV_2006_CGPS
C149,52.20283,174.19841,30.0,Atka Communications
C142,60.645284,-147.345443,305.0,Naked_Island_Comms_Repeater
HOWN,-77.528,-86.7673,1478.5,POLENET-NSF/OSU/UNAVCO
HAAG,-77.038,-78.2871,1172.6,POLENET-NSF/OSU/UNAVCO
BENN,-84.7864605277778,-116.459784611111,1417.0,N/A
BERP,-74.54594,-111.8846,312.0,BERP
DLUZ,33.43058697,-117.30722,212.7266,De_Luz_Heights_CA_2011_CGPS
CAPF,-66.0121,-60.5584,100.3,LARISSA-POLENET: Hamilton College-UNAVCO-NSF
CLRK,-77.34008,-141.8738169,1000.853,Polenet-OSU/NSF/UNAVCO
BRIP,-75.79567,158.46914,2108.0,POLENET-NSF/OSU/UNAVCO
PECL,-37.68699,-73.650566,103.4,PARQUE_EOLOGICO_CRISTORO_LEBU_BIO_BIO
KCHI,24.9314,67.1129,8.9,N/A
CHUM,42.998501179,74.751099499,716.3321,Chumysh
HPIG,43.71326,-113.10013,2642.6,N/A
NOMI,36.4216939477,25.4286381201,315.932,N/A
RIOP,-1.6506,-78.6511,2816.082,Riobamba Permanent Station
SOLD,-36.70001806,-73.13778342,108.198,N/A
SPW2,32.86690712,-117.257074548,-21.2564,DIVE- Scripps Pier P.S. (L2)
CAUQ,-35.96849,-72.34099,158.4,N/A
CBQC,-36.147083,-72.804889,28.282,N/A
ARCO,-37.205861,-73.225639,22.222,N/A
UDEC,-37.472303152,-72.344767714,178.5796,UDEC
KERA,36.4178683687,25.3481300503,249.848,N/A
LPLY,-73.111118,-90.299207,156.1,N/A
HLNE,-35.004639,-71.744833,50.915,HUALANE_MAULE_CHILE
CLBD,33.13538566,-117.310976,20.6124,Carlsbad_Cannon_California_2011_CGPS
B917,35.4053,-117.2588,1192.0,tonyso917bcs2008
P545,35.499838,-119.535792,51.417,Lerdo_Overpass_CA_2007_CGPS
P563,35.418669,-119.421165,56.6451,Buttonwillow_Reststop_Caltrans_CA_2005_CGPS
P543,35.318992,-119.71322,544.0311,Reward_Little_Santa_Maria_Valley_Kern_CA
PBHR,35.70895,-121.272412,152.2203,Piedras_Blancas_HR_San_Simeon_CA_2010_CGPS
C155,55.201229,-162.718691,25.0,Cold Bay Comms 
P494,32.759655,-115.732065,-44.3328,Westside_Elementary_School_CA_2005_CGPS
P656,41.344835,-122.195822,2399.075,Shasta_Gray_Butte_Shasta_CA_2007_CGPS
P496,32.750626,-115.595952,-40.1417,McCabe_UESCS2005
P544,35.731268,-119.738034,33.655,Twisselman_Exit_Caltrans_CA_2005_CGPS
P547,35.934703,-119.90936,45.8728,Utica_Exit_Caltrans_CA_2005_CGPS
P571,36.231366,-118.766715,914.1873,Springville_CA_2005_CGPS
P503,32.94891,-115.720167,32.94891,Superstition_Hills_CA_2007_CGPS
ISLK,35.662271,-118.4743,823.3664,Lake_Isabella_Seismometer_CA_CGPS
P093,36.606021,-117.99413,1339.723,Haystack_Hill_CA_2007_CGPS
P505,33.423874,-115.686999,-57.7931,Imperial_Spa_Niland_CA_2006_CGPS
LORS,34.133326,-117.754069,448.9042,Live_Oak_Reservoir_CS_1998_CGPS
CDVV,34.25414733,-106.9697766,1552.909,CDVV
P438,48.419143,-122.670246,-9.598,NWIS_PANGA_Deception_Pass_State_Park_WA
AB49,55.580102,-133.068486,17.5352,Klawock_Airport_AK_2006_CGPS
P495,33.04496,-115.628392,-83.9901,WestmorlndCS2005
P178,37.534513,-122.332347,129.602,San_Mateo_Community_College_CA_2007_CGPS
P498,32.89843,-115.569564,-58.0605,Spreckles_Sugar_Factory_Brawley_CA_2005_CGPS
P499,32.979607,-115.487912,-74.1903,SDSU_Extension_Center_CA_2005_CGPS
P497,32.834735,-115.57703,-51.0537,Imperial_County_Airport_CA_2005_CGPS
P507,33.199977,-115.612404,-78.3696,Red_Island_Marina_CA_2005_CGPS
P155,41.27243,-123.18877,1784.537,Blue_Ridge_Lookout_Sawyers_Bar_CA_2007_CGPS
B902,35.684,-120.194,0.0,ortega902bcn2007
P331,40.73291,-123.324127,1542.427,Eagle_Rock_STNF_Big_Bar_CA_2007_CGPS
